京都国際マンガミュージアム,285,-101,570,-202,1141,-404,2282,-807,4564,-1615,9128,-3229,35.010213888889,135.758502222222,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
京都精華大学　京都国際マンガミュージアム,285,-101,570,-202,1141,-404,2282,-807,4564,-1615,9128,-3229,35.010213888889,135.758502222222,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
京都国際マンガミュージアム,285,-101,570,-202,1141,-404,2282,-807,4564,-1615,9128,-3229,35.01136093,135.75944642,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
京都精華大学　京都国際マンガミュージアム事業推進室,285,-101,570,-202,1141,-404,2282,-807,4564,-1614,9128,-3229,35.013794166667,135.759351944444,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
ギャルリー宮脇,285,-101,570,-202,1141,-404,2282,-807,4564,-1614,9127,-3229,35.009309722222,135.747955277778,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
ソワレ,285,-101,570,-201,1140,-403,2280,-805,4560,-1610,9120,-3221,35.010905555556,135.576052777778,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
喫茶ソワレ,285,-101,570,-202,1141,-404,2281,-808,4563,-1615,9126,-3230,34.993090000000,135.749338611111,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
ソワ・レディース鍼灸院,284,-102,569,-203,1138,-407,2277,-813,4554,-1626,9107,-3253,34.780914722222,135.788156944444,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
恵文社一乗寺店,285,-101,571,-202,1142,-403,2283,-807,4566,-1614,9132,-3227,35.043940833333,135.784846666667,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
京都極楽堂書店,285,-101,570,-202,1141,-404,2282,-808,4564,-1616,9128,-3231,34.995931666667,135.780164166667,http://b.hatena.ne.jp/articles/200909/435,543,京都人がおすすめする、ちょっと変わった観光案内 - はてなブックマークニュース
河井寛次郎記念館,285,-101,570,-202,1141,-404,2282,-808,4563,-1616,9127,-3231,34.993559722222,135.774373333333,http://b.hatena.ne.jp/articles/201003/989,341,春の京都へおいでやす！京阪電車で巡るマニアックな京都観光 - はてなブックマークニュース
何必館・京都現代美術館,285,-101,570,-202,1141,-404,2282,-808,4564,-1615,9128,-3230,35.00409212,135.77544230,http://b.hatena.ne.jp/articles/201003/989,341,春の京都へおいでやす！京阪電車で巡るマニアックな京都観光 - はてなブックマークニュース
何必館・京都現代美術館,285,-101,570,-202,1141,-404,2282,-808,4564,-1615,9128,-3230,35.004092222222,135.775442222222,http://b.hatena.ne.jp/articles/201003/989,341,春の京都へおいでやす！京阪電車で巡るマニアックな京都観光 - はてなブックマークニュース
東福寺,285,-101,570,-202,1141,-404,2281,-808,4563,-1616,9125,-3233,34.97679470,135.77132116,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
東福寺塔頭　龍吟庵,285,-101,570,-202,1141,-404,2281,-808,4563,-1616,9125,-3233,34.97679470,135.77132116,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
東福寺塔頭・退耕庵,285,-101,570,-202,1141,-404,2281,-808,4563,-1616,9126,-3232,34.97950832,135.77179330,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
東福寺塔頭・即宗院,285,-101,570,-202,1141,-404,2282,-808,4563,-1616,9126,-3233,34.97725033,135.77533457,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
東福寺駅/奈良線,285,-101,570,-202,1141,-404,2281,-808,4563,-1616,9126,-3232,34.98140717,135.7696991,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
永観堂（禅林寺）,285,-101,571,-202,1141,-404,2282,-808,4565,-1615,9130,-3230,35.01501639,135.79477647,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
曼殊院門跡,285,-101,571,-202,1142,-403,2283,-807,4567,-1614,9134,-3227,35.04890439,135.80294220,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
祇王寺,285,-101,570,-202,1141,-403,2281,-806,4562,-1612,9125,-3224,35.02340286,135.66675863,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
善峯寺,285,-101,570,-202,1139,-404,2279,-808,4558,-1615,9116,-3231,34.93801559,135.64407525,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
醍醐寺,285,-101,570,-202,1140,-405,2281,-809,4562,-1619,9125,-3237,34.95216818,135.81934333,http://b.hatena.ne.jp/articles/201011/1871,206,名所から穴場まで！京都在住ライターが選ぶ、オススメ紅葉スポット6ヶ所 - はてなブックマークニュース
朋友軒,293,-105,585,-210,1171,-419,2341,-838,4683,-1676,9365,-3352,35.604436388889,139.715895555556,http://d.hatena.ne.jp/thyself2005/20090615/p1,48,孤独のグルメの第16話に登場！池袋西武屋上のうどん屋「かるかや」 - 己【おれ】
